"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 08 10:15:38 GMT 2023","Wed Feb 08 10:15:42 GMT 2023","3897","firefox","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Wed Feb 08 10:16:05 GMT 2023","Wed Feb 08 10:16:07 GMT 2023","1835","firefox","login.spec.js","login tests","","","login with wrong password",""
"passed","Wed Feb 08 10:16:00 GMT 2023","Wed Feb 08 10:16:03 GMT 2023","2605","firefox","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Wed Feb 08 10:16:11 GMT 2023","Wed Feb 08 10:16:23 GMT 2023","12032","firefox","order.spec.js","place order tests","","","placing order",""
"passed","Wed Feb 08 10:16:52 GMT 2023","Wed Feb 08 10:16:54 GMT 2023","2134","firefox","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Wed Feb 08 10:16:47 GMT 2023","Wed Feb 08 10:16:50 GMT 2023","3342","firefox","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Wed Feb 08 10:15:58 GMT 2023","Wed Feb 08 10:16:00 GMT 2023","2542","firefox","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"passed","Wed Feb 08 10:16:07 GMT 2023","Wed Feb 08 10:16:11 GMT 2023","4217","firefox","login.spec.js","login tests","","","can successfully login into account",""
"passed","Wed Feb 08 10:16:25 GMT 2023","Wed Feb 08 10:16:28 GMT 2023","3029","firefox","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Wed Feb 08 10:15:48 GMT 2023","Wed Feb 08 10:15:58 GMT 2023","9506","firefox","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Wed Feb 08 10:16:50 GMT 2023","Wed Feb 08 10:16:52 GMT 2023","2000","firefox","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Wed Feb 08 10:15:42 GMT 2023","Wed Feb 08 10:15:48 GMT 2023","6270","firefox","cart.spec.js","cart-tests","","","adding items to cart",""
"passed","Wed Feb 08 10:15:33 GMT 2023","Wed Feb 08 10:15:38 GMT 2023","4905","firefox","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Wed Feb 08 10:16:23 GMT 2023","Wed Feb 08 10:16:25 GMT 2023","2114","firefox","order.spec.js","place order tests","","","placing the order without credentials",""
"failed","Wed Feb 08 10:16:40 GMT 2023","Wed Feb 08 10:16:46 GMT 2023","5938","firefox","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Wed Feb 08 10:16:03 GMT 2023","Wed Feb 08 10:16:05 GMT 2023","2147","firefox","login.spec.js","login tests","","","login with wrong user name",""
