"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 06 16:40:43 GMT 2023","Mon Feb 06 16:40:53 GMT 2023","10330","firefox","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Mon Feb 06 16:40:26 GMT 2023","Mon Feb 06 16:40:32 GMT 2023","6176","firefox","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Mon Feb 06 16:41:21 GMT 2023","Mon Feb 06 16:41:25 GMT 2023","3558","firefox","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Mon Feb 06 16:40:59 GMT 2023","Mon Feb 06 16:41:01 GMT 2023","2352","firefox","login.spec.js","login tests","","","login with wrong password",""
"passed","Mon Feb 06 16:41:06 GMT 2023","Mon Feb 06 16:41:19 GMT 2023","12783","firefox","order.spec.js","place order tests","","","placing order",""
"passed","Mon Feb 06 16:40:36 GMT 2023","Mon Feb 06 16:40:43 GMT 2023","6841","firefox","cart.spec.js","cart-tests","","","adding items to cart",""
"passed","Mon Feb 06 16:41:25 GMT 2023","Mon Feb 06 16:41:29 GMT 2023","4652","firefox","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Mon Feb 06 16:41:32 GMT 2023","Mon Feb 06 16:41:35 GMT 2023","2704","firefox","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Mon Feb 06 16:41:30 GMT 2023","Mon Feb 06 16:41:32 GMT 2023","2600","firefox","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Mon Feb 06 16:40:32 GMT 2023","Mon Feb 06 16:40:36 GMT 2023","4308","firefox","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Mon Feb 06 16:40:56 GMT 2023","Mon Feb 06 16:40:59 GMT 2023","2611","firefox","login.spec.js","login tests","","","login with wrong user name",""
"passed","Mon Feb 06 16:40:53 GMT 2023","Mon Feb 06 16:40:56 GMT 2023","2945","firefox","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"passed","Mon Feb 06 16:41:35 GMT 2023","Mon Feb 06 16:41:37 GMT 2023","2550","firefox","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Mon Feb 06 16:41:19 GMT 2023","Mon Feb 06 16:41:21 GMT 2023","2434","firefox","order.spec.js","place order tests","","","placing the order without credentials",""
"passed","Mon Feb 06 16:41:01 GMT 2023","Mon Feb 06 16:41:06 GMT 2023","4798","firefox","login.spec.js","login tests","","","can successfully login into account",""
