"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 08 09:30:57 GMT 2023","Wed Feb 08 09:31:06 GMT 2023","8203","webkit","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Wed Feb 08 09:36:13 GMT 2023","Wed Feb 08 09:36:17 GMT 2023","4187","Microsoft Edge","login.spec.js","login tests","","","can successfully login into account",""
"failed","Wed Feb 08 09:31:19 GMT 2023","Wed Feb 08 09:31:25 GMT 2023","6083","webkit","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Wed Feb 08 09:36:11 GMT 2023","Wed Feb 08 09:36:13 GMT 2023","1933","Microsoft Edge","login.spec.js","login tests","","","login with wrong password",""
"passed","Wed Feb 08 09:36:28 GMT 2023","Wed Feb 08 09:36:30 GMT 2023","1634","Microsoft Edge","order.spec.js","place order tests","","","placing the order without credentials",""
"passed","Wed Feb 08 09:30:18 GMT 2023","Wed Feb 08 09:30:23 GMT 2023","4940","webkit","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Wed Feb 08 09:36:50 GMT 2023","Wed Feb 08 09:36:51 GMT 2023","1662","Microsoft Edge","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Wed Feb 08 09:27:57 GMT 2023","Wed Feb 08 09:27:58 GMT 2023","1513","chromium","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Wed Feb 08 09:27:25 GMT 2023","Wed Feb 08 09:27:36 GMT 2023","10950","chromium","order.spec.js","place order tests","","","placing order",""
"passed","Wed Feb 08 09:27:17 GMT 2023","Wed Feb 08 09:27:19 GMT 2023","1721","chromium","login.spec.js","login tests","","","login with wrong user name",""
"passed","Wed Feb 08 09:29:38 GMT 2023","Wed Feb 08 09:29:46 GMT 2023","8649","webkit","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Wed Feb 08 09:36:51 GMT 2023","Wed Feb 08 09:36:53 GMT 2023","1912","Microsoft Edge","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Wed Feb 08 09:30:28 GMT 2023","Wed Feb 08 09:30:31 GMT 2023","3738","webkit","login.spec.js","login tests","","","login with wrong password",""
"passed","Wed Feb 08 09:30:15 GMT 2023","Wed Feb 08 09:30:18 GMT 2023","3749","webkit","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"passed","Wed Feb 08 09:28:29 GMT 2023","Wed Feb 08 09:28:32 GMT 2023","3152","firefox","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"passed","Wed Feb 08 09:30:23 GMT 2023","Wed Feb 08 09:30:28 GMT 2023","4243","webkit","login.spec.js","login tests","","","login with wrong user name",""
"passed","Wed Feb 08 09:35:31 GMT 2023","Wed Feb 08 09:35:42 GMT 2023","11395","Microsoft Edge","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Wed Feb 08 09:26:59 GMT 2023","Wed Feb 08 09:27:04 GMT 2023","5479","chromium","cart.spec.js","cart-tests","","","adding items to cart",""
"passed","Wed Feb 08 09:27:13 GMT 2023","Wed Feb 08 09:27:15 GMT 2023","2175","chromium","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
